Carbon dioxide(ppm),Temperature(°F),Relative humidity(%),Atmospheric pressure(hPa),Date,Time
673,73.9,66.0,998.1,01/13/2024,00:30:58
646,73.8,66.0,998.0,01/13/2024,00:31:58
678,73.8,66.0,998.1,01/13/2024,00:32:58
661,73.9,66.0,998.1,01/13/2024,00:33:58
681,73.9,65.0,998.1,01/13/2024,00:34:58
703,73.8,65.0,997.9,01/13/2024,00:35:58
683,73.8,65.0,997.9,01/13/2024,00:36:58
658,73.8,65.0,998.1,01/13/2024,00:37:58
653,73.8,65.0,998.2,01/13/2024,00:38:58
657,73.8,65.0,998.1,01/13/2024,00:39:58
660,73.8,65.0,997.9,01/13/2024,00:40:58
654,73.8,65.0,998.0,01/13/2024,00:41:58
687,73.8,65.0,998.0,01/13/2024,00:42:58
638,73.8,65.0,998.0,01/13/2024,00:43:58
669,73.8,65.0,997.9,01/13/2024,00:44:58
664,73.8,65.0,998.0,01/13/2024,00:45:58
652,73.8,65.0,998.0,01/13/2024,00:46:58
674,73.8,65.0,998.1,01/13/2024,00:47:58
655,73.8,65.0,998.0,01/13/2024,00:48:58
655,73.8,65.0,998.0,01/13/2024,00:49:58
665,73.8,64.0,997.9,01/13/2024,00:50:58
683,73.8,64.0,997.8,01/13/2024,00:51:58
723,73.8,64.0,997.8,01/13/2024,00:52:58
721,73.8,64.0,998.0,01/13/2024,00:53:58
701,73.8,64.0,997.9,01/13/2024,00:54:58
740,73.8,63.0,997.8,01/13/2024,00:55:58
741,73.8,63.0,997.7,01/13/2024,00:56:58
750,73.8,63.0,997.7,01/13/2024,00:57:58
732,73.8,63.0,997.8,01/13/2024,00:58:58
756,73.8,63.0,997.7,01/13/2024,00:59:58
743,73.8,63.0,997.9,01/13/2024,01:00:58
674,73.8,63.0,997.7,01/13/2024,01:01:58
717,73.8,63.0,997.7,01/13/2024,01:02:58
725,73.8,63.0,997.6,01/13/2024,01:03:58
712,73.8,63.0,997.7,01/13/2024,01:04:58
706,73.8,63.0,997.6,01/13/2024,01:05:58
687,73.8,63.0,997.6,01/13/2024,01:06:58
684,73.7,63.0,997.3,01/13/2024,01:07:58
684,73.7,63.0,997.4,01/13/2024,01:08:58
709,73.7,63.0,997.3,01/13/2024,01:09:58
693,73.7,63.0,997.3,01/13/2024,01:10:58
720,73.7,63.0,997.5,01/13/2024,01:11:58
726,73.8,63.0,997.5,01/13/2024,01:12:58
750,73.8,63.0,997.4,01/13/2024,01:13:58
750,73.8,63.0,997.3,01/13/2024,01:14:58
742,73.8,63.0,997.4,01/13/2024,01:15:58
763,73.8,63.0,997.5,01/13/2024,01:16:58
771,73.8,63.0,997.5,01/13/2024,01:17:58
803,73.9,63.0,997.5,01/13/2024,01:18:58
804,73.9,62.0,997.4,01/13/2024,01:19:58
777,73.9,62.0,997.4,01/13/2024,01:20:58
786,73.9,62.0,997.1,01/13/2024,01:21:58
776,73.9,62.0,997.2,01/13/2024,01:22:58
796,73.9,62.0,997.2,01/13/2024,01:23:58
805,73.9,62.0,997.2,01/13/2024,01:24:58
793,73.9,62.0,997.3,01/13/2024,01:25:58
788,73.9,62.0,997.1,01/13/2024,01:26:58
797,73.8,62.0,997.1,01/13/2024,01:27:58
792,73.8,62.0,997.2,01/13/2024,01:28:58
733,73.9,62.0,997.2,01/13/2024,01:29:58
735,73.8,62.0,997.2,01/13/2024,01:30:58
738,73.9,62.0,997.1,01/13/2024,01:31:58
731,73.8,62.0,997.2,01/13/2024,01:32:58
731,73.8,62.0,997.2,01/13/2024,01:33:58
745,73.8,62.0,997.3,01/13/2024,01:34:58
755,73.9,62.0,997.1,01/13/2024,01:35:58
730,73.9,62.0,997.3,01/13/2024,01:36:58
719,73.8,62.0,997.1,01/13/2024,01:37:58
740,73.8,62.0,997.3,01/13/2024,01:38:58
728,73.9,62.0,997.3,01/13/2024,01:39:58
748,73.9,62.0,997.2,01/13/2024,01:40:58
744,73.9,62.0,997.2,01/13/2024,01:41:58
785,73.9,62.0,997.2,01/13/2024,01:42:58
762,73.9,62.0,997.2,01/13/2024,01:43:58
749,73.9,62.0,997.2,01/13/2024,01:44:58
722,73.9,62.0,997.2,01/13/2024,01:45:58
744,73.9,62.0,997.2,01/13/2024,01:46:58
739,73.9,62.0,997.2,01/13/2024,01:47:58
778,73.9,62.0,997.2,01/13/2024,01:48:58
766,73.9,61.0,997.2,01/13/2024,01:49:58
774,73.9,62.0,997.1,01/13/2024,01:50:58
747,73.9,62.0,997.1,01/13/2024,01:51:58
761,73.9,62.0,997.0,01/13/2024,01:52:58
747,74.0,61.0,997.2,01/13/2024,01:53:58
736,73.9,62.0,997.1,01/13/2024,01:54:58
721,73.9,62.0,997.1,01/13/2024,01:55:58
740,73.9,61.0,997.0,01/13/2024,01:56:58
767,73.8,61.0,997.0,01/13/2024,01:57:58
731,73.9,62.0,996.9,01/13/2024,01:58:58
721,74.0,62.0,997.0,01/13/2024,01:59:58
740,74.0,62.0,997.1,01/13/2024,02:00:58
754,74.0,62.0,997.1,01/13/2024,02:01:58
781,74.1,61.0,997.1,01/13/2024,02:02:58
830,74.0,61.0,997.2,01/13/2024,02:03:58
792,74.0,61.0,997.2,01/13/2024,02:04:58
778,74.1,61.0,997.2,01/13/2024,02:05:58
819,74.2,60.0,997.3,01/13/2024,02:06:58
859,74.2,60.0,997.3,01/13/2024,02:07:58
874,74.2,59.0,997.3,01/13/2024,02:08:58
882,74.1,58.0,997.4,01/13/2024,02:09:58
861,74.0,58.0,997.3,01/13/2024,02:10:58
859,74.0,57.0,997.2,01/13/2024,02:11:58
883,73.8,57.0,997.1,01/13/2024,02:12:58
844,73.8,56.0,997.2,01/13/2024,02:13:58
855,73.8,56.0,997.1,01/13/2024,02:14:58
890,73.6,55.0,997.2,01/13/2024,02:15:58
865,73.6,55.0,997.2,01/13/2024,02:16:58
848,73.4,55.0,997.3,01/13/2024,02:17:58
878,73.3,54.0,997.3,01/13/2024,02:18:58
875,73.2,54.0,997.1,01/13/2024,02:19:58
869,73.0,54.0,997.1,01/13/2024,02:20:58
866,73.0,54.0,997.4,01/13/2024,02:21:58
851,72.9,53.0,997.5,01/13/2024,02:22:58
860,72.9,53.0,997.3,01/13/2024,02:23:58
874,72.8,53.0,997.4,01/13/2024,02:24:58
879,72.7,53.0,997.2,01/13/2024,02:25:58
876,72.6,53.0,997.2,01/13/2024,02:26:58
861,72.5,53.0,997.2,01/13/2024,02:27:58
907,72.4,54.0,997.1,01/13/2024,02:28:58
888,72.4,54.0,997.2,01/13/2024,02:29:58
909,72.3,55.0,997.3,01/13/2024,02:30:58
893,72.3,55.0,997.0,01/13/2024,02:31:58
885,72.3,55.0,997.1,01/13/2024,02:32:58
879,72.3,56.0,997.1,01/13/2024,02:33:58
874,72.3,56.0,997.0,01/13/2024,02:34:58
879,72.3,57.0,997.1,01/13/2024,02:35:58
843,72.3,57.0,997.1,01/13/2024,02:36:58
872,72.3,57.0,997.1,01/13/2024,02:37:58
855,72.3,57.0,997.1,01/13/2024,02:38:58
878,72.3,56.0,997.0,01/13/2024,02:39:58
887,72.3,56.0,997.1,01/13/2024,02:40:58
868,72.2,55.0,997.2,01/13/2024,02:41:58
894,72.1,55.0,997.2,01/13/2024,02:42:58
909,72.1,55.0,997.2,01/13/2024,02:43:58
870,72.0,54.0,997.1,01/13/2024,02:44:58
874,72.0,54.0,997.1,01/13/2024,02:45:58
875,71.9,54.0,997.1,01/13/2024,02:46:58
894,71.8,54.0,997.1,01/13/2024,02:47:58
867,71.7,53.0,997.0,01/13/2024,02:48:58
888,71.6,53.0,997.1,01/13/2024,02:49:58
880,71.5,53.0,997.1,01/13/2024,02:50:58
877,71.5,53.0,997.2,01/13/2024,02:51:58
877,71.3,54.0,997.2,01/13/2024,02:52:58
882,71.3,54.0,997.2,01/13/2024,02:53:58
880,71.3,54.0,997.2,01/13/2024,02:54:58
870,71.3,55.0,997.3,01/13/2024,02:55:58
893,71.3,55.0,997.4,01/13/2024,02:56:58
868,71.3,56.0,997.4,01/13/2024,02:57:58
891,71.3,56.0,997.5,01/13/2024,02:58:58
905,71.3,56.0,997.3,01/13/2024,02:59:58
864,71.3,56.0,997.4,01/13/2024,03:00:58
884,71.3,57.0,997.4,01/13/2024,03:01:58
897,71.4,57.0,997.5,01/13/2024,03:02:58
893,71.4,57.0,997.5,01/13/2024,03:03:58
891,71.4,57.0,997.4,01/13/2024,03:04:58
888,71.4,57.0,997.4,01/13/2024,03:05:58
908,71.5,57.0,997.3,01/13/2024,03:06:58
910,71.4,56.0,997.3,01/13/2024,03:07:58
904,71.4,56.0,997.4,01/13/2024,03:08:58
926,71.3,55.0,997.3,01/13/2024,03:09:58
892,71.3,55.0,997.3,01/13/2024,03:10:58
875,71.2,55.0,997.4,01/13/2024,03:11:58
890,71.2,54.0,997.5,01/13/2024,03:12:58
880,71.2,54.0,997.5,01/13/2024,03:13:58
888,71.0,54.0,997.4,01/13/2024,03:14:58
879,71.0,54.0,997.4,01/13/2024,03:15:58
896,70.9,53.0,997.2,01/13/2024,03:16:58
887,70.7,54.0,997.5,01/13/2024,03:17:58
894,70.7,54.0,997.3,01/13/2024,03:18:58
887,70.7,55.0,997.4,01/13/2024,03:19:58
866,70.7,55.0,997.3,01/13/2024,03:20:58
900,70.7,55.0,997.4,01/13/2024,03:21:58
889,70.7,56.0,997.2,01/13/2024,03:22:58
903,70.7,56.0,997.2,01/13/2024,03:23:58
911,70.8,56.0,997.2,01/13/2024,03:24:58
881,70.7,56.0,997.2,01/13/2024,03:25:58
914,70.8,57.0,997.3,01/13/2024,03:26:58
907,70.7,57.0,997.1,01/13/2024,03:27:58
893,70.7,57.0,997.3,01/13/2024,03:28:58
904,70.8,57.0,997.2,01/13/2024,03:29:58
903,70.8,57.0,997.2,01/13/2024,03:30:58
905,70.8,58.0,997.3,01/13/2024,03:31:58
916,70.8,58.0,997.1,01/13/2024,03:32:58
892,70.8,58.0,997.2,01/13/2024,03:33:58
918,70.9,58.0,997.2,01/13/2024,03:34:58
888,70.8,58.0,997.2,01/13/2024,03:35:58
884,70.9,58.0,997.1,01/13/2024,03:36:58
901,70.9,58.0,997.1,01/13/2024,03:37:58
914,70.9,59.0,997.3,01/13/2024,03:38:58
911,70.9,59.0,997.4,01/13/2024,03:39:58
912,70.9,58.0,997.4,01/13/2024,03:40:58
894,70.9,58.0,997.3,01/13/2024,03:41:58
907,70.9,57.0,997.5,01/13/2024,03:42:58
887,70.8,57.0,997.4,01/13/2024,03:43:58
887,70.8,56.0,997.4,01/13/2024,03:44:58
894,70.7,56.0,997.5,01/13/2024,03:45:58
892,70.6,55.0,997.5,01/13/2024,03:46:58
878,70.6,55.0,997.5,01/13/2024,03:47:58
911,70.4,55.0,997.5,01/13/2024,03:48:58
883,70.4,55.0,997.5,01/13/2024,03:49:58
865,70.3,55.0,997.6,01/13/2024,03:50:58
902,70.3,56.0,997.4,01/13/2024,03:51:58
878,70.3,56.0,997.4,01/13/2024,03:52:58
880,70.3,56.0,997.6,01/13/2024,03:53:58
892,70.3,57.0,997.5,01/13/2024,03:54:58
865,70.3,57.0,997.5,01/13/2024,03:55:58
896,70.3,57.0,997.6,01/13/2024,03:56:58
886,70.3,57.0,997.5,01/13/2024,03:57:58
900,70.3,58.0,997.4,01/13/2024,03:58:58
890,70.3,58.0,997.4,01/13/2024,03:59:58
891,70.3,58.0,997.4,01/13/2024,04:00:58
903,70.3,58.0,997.4,01/13/2024,04:01:58
872,70.3,58.0,997.4,01/13/2024,04:02:58
867,70.3,58.0,997.4,01/13/2024,04:03:58
882,70.3,59.0,997.4,01/13/2024,04:04:58
885,70.3,59.0,997.4,01/13/2024,04:05:58
876,70.3,59.0,997.3,01/13/2024,04:06:58
865,70.3,59.0,997.3,01/13/2024,04:07:58
880,70.3,59.0,997.4,01/13/2024,04:08:58
871,70.3,59.0,997.3,01/13/2024,04:09:58
891,70.3,59.0,997.4,01/13/2024,04:10:58
872,70.3,59.0,997.3,01/13/2024,04:11:58
874,70.3,60.0,997.4,01/13/2024,04:12:58
872,70.3,60.0,997.3,01/13/2024,04:13:58
865,70.3,59.0,997.4,01/13/2024,04:14:58
878,70.3,59.0,997.3,01/13/2024,04:15:58
867,70.3,58.0,997.3,01/13/2024,04:16:58
880,70.3,58.0,997.3,01/13/2024,04:17:58
883,70.2,57.0,997.4,01/13/2024,04:18:58
876,70.1,57.0,997.5,01/13/2024,04:19:58
875,70.1,56.0,997.4,01/13/2024,04:20:58
881,70.0,56.0,997.6,01/13/2024,04:21:58
895,69.9,55.0,997.6,01/13/2024,04:22:58
909,69.8,55.0,997.6,01/13/2024,04:23:58
891,69.7,56.0,997.7,01/13/2024,04:24:58
894,69.7,56.0,997.7,01/13/2024,04:25:58
904,69.6,56.0,997.7,01/13/2024,04:26:58
892,69.6,57.0,997.8,01/13/2024,04:27:58
909,69.6,57.0,997.8,01/13/2024,04:28:58
911,69.6,57.0,997.8,01/13/2024,04:29:58
889,69.7,58.0,997.9,01/13/2024,04:30:58
881,69.7,58.0,997.9,01/13/2024,04:31:58
874,69.7,58.0,998.0,01/13/2024,04:32:58
877,69.7,58.0,998.0,01/13/2024,04:33:58
889,69.7,59.0,998.1,01/13/2024,04:34:58
898,69.7,59.0,997.9,01/13/2024,04:35:58
881,69.8,59.0,998.1,01/13/2024,04:36:58
888,69.8,59.0,998.1,01/13/2024,04:37:58
879,69.8,59.0,998.0,01/13/2024,04:38:58
875,69.8,59.0,998.0,01/13/2024,04:39:58
890,69.8,59.0,998.0,01/13/2024,04:40:58
875,69.8,59.0,997.9,01/13/2024,04:41:58
887,69.8,59.0,998.0,01/13/2024,04:42:58
884,69.8,60.0,998.0,01/13/2024,04:43:58
903,69.9,60.0,998.0,01/13/2024,04:44:58
909,70.0,60.0,998.1,01/13/2024,04:45:58
896,69.9,60.0,998.1,01/13/2024,04:46:58
891,70.0,60.0,998.1,01/13/2024,04:47:58
904,70.0,60.0,998.0,01/13/2024,04:48:58
879,70.0,60.0,998.1,01/13/2024,04:49:58
903,70.0,60.0,998.2,01/13/2024,04:50:58
887,70.0,60.0,998.4,01/13/2024,04:51:58
917,70.1,60.0,998.4,01/13/2024,04:52:58
902,70.1,60.0,998.3,01/13/2024,04:53:58
897,70.1,60.0,998.3,01/13/2024,04:54:58
905,70.1,60.0,998.3,01/13/2024,04:55:58
919,70.1,60.0,998.2,01/13/2024,04:56:58
889,70.1,59.0,998.3,01/13/2024,04:57:58
881,70.2,59.0,998.4,01/13/2024,04:58:58
882,70.2,59.0,998.4,01/13/2024,04:59:58
891,70.2,59.0,998.4,01/13/2024,05:00:58
924,70.2,59.0,998.4,01/13/2024,05:01:58
893,70.2,59.0,998.3,01/13/2024,05:02:58
930,70.2,59.0,998.3,01/13/2024,05:03:58
921,70.2,58.0,998.3,01/13/2024,05:04:58
931,70.2,58.0,998.4,01/13/2024,05:05:58
917,70.2,57.0,998.4,01/13/2024,05:06:58
912,70.0,57.0,998.5,01/13/2024,05:07:58
908,70.0,56.0,998.5,01/13/2024,05:08:58
887,69.9,56.0,998.5,01/13/2024,05:09:58
896,69.8,55.0,998.5,01/13/2024,05:10:58
914,69.7,55.0,998.6,01/13/2024,05:11:58
906,69.7,55.0,998.7,01/13/2024,05:12:58
919,69.5,55.0,998.7,01/13/2024,05:13:58
896,69.5,56.0,998.8,01/13/2024,05:14:58
920,69.5,56.0,998.8,01/13/2024,05:15:58
912,69.4,57.0,998.8,01/13/2024,05:16:58
907,69.5,57.0,998.8,01/13/2024,05:17:58
904,69.5,57.0,999.0,01/13/2024,05:18:58
901,69.5,57.0,999.0,01/13/2024,05:19:58
900,69.4,58.0,999.1,01/13/2024,05:20:58
905,69.5,58.0,999.0,01/13/2024,05:21:58
889,69.5,58.0,999.0,01/13/2024,05:22:58
914,69.5,58.0,999.1,01/13/2024,05:23:58
891,69.5,58.0,999.0,01/13/2024,05:24:58
866,69.5,58.0,998.9,01/13/2024,05:25:58
892,69.6,59.0,998.9,01/13/2024,05:26:58
891,69.5,59.0,998.9,01/13/2024,05:27:58
893,69.6,59.0,999.0,01/13/2024,05:28:58
902,69.5,59.0,998.9,01/13/2024,05:29:58
906,69.6,59.0,998.9,01/13/2024,05:30:58
899,69.6,59.0,999.1,01/13/2024,05:31:58
912,69.5,59.0,998.9,01/13/2024,05:32:58
900,69.6,59.0,999.0,01/13/2024,05:33:58
898,69.6,59.0,999.2,01/13/2024,05:34:58
922,69.6,59.0,999.1,01/13/2024,05:35:58
928,69.6,59.0,999.2,01/13/2024,05:36:58
891,69.6,59.0,999.2,01/13/2024,05:37:58
901,69.7,59.0,999.2,01/13/2024,05:38:58
902,69.6,59.0,999.1,01/13/2024,05:39:58
893,69.7,59.0,999.2,01/13/2024,05:40:58
870,69.7,59.0,999.2,01/13/2024,05:41:58
908,69.7,59.0,999.1,01/13/2024,05:42:58
893,69.7,59.0,999.2,01/13/2024,05:43:58
885,69.7,59.0,999.3,01/13/2024,05:44:58
898,69.7,59.0,999.3,01/13/2024,05:45:58
897,69.8,59.0,999.4,01/13/2024,05:46:58
902,69.7,59.0,999.3,01/13/2024,05:47:58
896,69.8,59.0,999.3,01/13/2024,05:48:58
912,69.8,59.0,999.4,01/13/2024,05:49:58
922,69.8,59.0,999.4,01/13/2024,05:50:58
904,69.8,59.0,999.5,01/13/2024,05:51:58
906,69.8,59.0,999.6,01/13/2024,05:52:58
910,69.8,59.0,999.5,01/13/2024,05:53:58
908,69.8,59.0,999.5,01/13/2024,05:54:58
914,69.8,59.0,999.5,01/13/2024,05:55:58
943,69.9,59.0,999.5,01/13/2024,05:56:58
930,70.0,59.0,999.6,01/13/2024,05:57:58
962,70.0,59.0,999.6,01/13/2024,05:58:58
950,69.9,59.0,999.7,01/13/2024,05:59:58
906,70.0,58.0,999.6,01/13/2024,06:00:58
918,70.0,57.0,999.6,01/13/2024,06:01:58
912,69.9,57.0,999.5,01/13/2024,06:02:58
916,69.9,56.0,999.3,01/13/2024,06:03:58
924,69.8,56.0,999.6,01/13/2024,06:04:58
906,69.8,55.0,999.6,01/13/2024,06:05:58
918,69.7,55.0,999.7,01/13/2024,06:06:58
905,69.6,55.0,999.7,01/13/2024,06:07:58
895,69.5,54.0,999.7,01/13/2024,06:08:58
900,69.4,55.0,999.8,01/13/2024,06:09:58
897,69.3,55.0,999.7,01/13/2024,06:10:58
904,69.3,56.0,999.7,01/13/2024,06:11:58
911,69.3,56.0,999.7,01/13/2024,06:12:58
891,69.3,56.0,999.6,01/13/2024,06:13:58
870,69.3,57.0,999.7,01/13/2024,06:14:58
884,69.3,57.0,999.5,01/13/2024,06:15:58
893,69.3,57.0,999.5,01/13/2024,06:16:58
897,69.3,57.0,999.6,01/13/2024,06:17:58
879,69.3,57.0,999.6,01/13/2024,06:18:58
859,69.2,57.0,999.7,01/13/2024,06:19:58
853,69.2,57.0,999.7,01/13/2024,06:20:58
869,69.2,57.0,999.7,01/13/2024,06:21:58
853,69.2,58.0,999.7,01/13/2024,06:22:58
865,69.2,58.0,999.8,01/13/2024,06:23:58
847,69.3,58.0,999.8,01/13/2024,06:24:58
841,69.3,58.0,999.8,01/13/2024,06:25:58
870,69.3,58.0,999.9,01/13/2024,06:26:58
876,69.3,58.0,999.7,01/13/2024,06:27:58
864,69.3,58.0,999.8,01/13/2024,06:28:58
870,69.3,58.0,999.8,01/13/2024,06:29:58
868,69.3,58.0,999.8,01/13/2024,06:30:58
866,69.3,58.0,999.8,01/13/2024,06:31:58
876,69.3,58.0,999.8,01/13/2024,06:32:58
851,69.3,58.0,999.9,01/13/2024,06:33:58
893,69.3,58.0,999.8,01/13/2024,06:34:58
881,69.3,58.0,999.8,01/13/2024,06:35:58
881,69.3,58.0,999.8,01/13/2024,06:36:58
881,69.3,58.0,999.7,01/13/2024,06:37:58
895,69.3,58.0,999.8,01/13/2024,06:38:58
892,69.3,58.0,999.8,01/13/2024,06:39:58
882,69.3,58.0,999.8,01/13/2024,06:40:58
845,69.3,58.0,1000.0,01/13/2024,06:41:58
921,69.3,58.0,999.9,01/13/2024,06:42:58
880,69.3,58.0,999.8,01/13/2024,06:43:58
906,69.3,58.0,999.8,01/13/2024,06:44:58
891,69.3,58.0,999.6,01/13/2024,06:45:58
875,69.3,58.0,999.7,01/13/2024,06:46:58
881,69.3,58.0,999.7,01/13/2024,06:47:58
901,69.3,58.0,999.8,01/13/2024,06:48:58
881,69.3,58.0,999.7,01/13/2024,06:49:58
886,69.3,58.0,999.9,01/13/2024,06:50:58
868,69.4,58.0,999.9,01/13/2024,06:51:58
889,69.3,58.0,999.8,01/13/2024,06:52:58
878,69.3,58.0,999.9,01/13/2024,06:53:58
884,69.3,58.0,999.7,01/13/2024,06:54:58
881,69.4,58.0,999.8,01/13/2024,06:55:58
882,69.4,58.0,999.8,01/13/2024,06:56:58
869,69.3,58.0,999.8,01/13/2024,06:57:58
886,69.4,58.0,999.8,01/13/2024,06:58:58
890,69.4,58.0,999.8,01/13/2024,06:59:58
906,69.4,58.0,999.9,01/13/2024,07:00:58
900,69.5,58.0,999.9,01/13/2024,07:01:58
888,69.5,58.0,999.9,01/13/2024,07:02:58
897,69.5,58.0,999.9,01/13/2024,07:03:58
871,69.5,58.0,999.9,01/13/2024,07:04:58
887,69.5,58.0,1000.1,01/13/2024,07:05:58
892,69.6,58.0,1000.0,01/13/2024,07:06:58
866,69.6,58.0,1000.1,01/13/2024,07:07:58
873,69.6,58.0,1000.1,01/13/2024,07:08:58
892,69.6,58.0,1000.0,01/13/2024,07:09:58
886,69.6,58.0,1000.0,01/13/2024,07:10:58
897,69.6,57.0,1000.0,01/13/2024,07:11:58
880,69.5,56.0,999.9,01/13/2024,07:12:58
896,69.6,56.0,1000.0,01/13/2024,07:13:58
887,69.5,55.0,999.9,01/13/2024,07:14:58
878,69.4,55.0,1000.0,01/13/2024,07:15:58
882,69.3,54.0,1000.0,01/13/2024,07:16:58
867,69.3,54.0,1000.0,01/13/2024,07:17:58
878,69.2,54.0,1000.1,01/13/2024,07:18:58
874,69.1,54.0,1000.1,01/13/2024,07:19:58
871,69.0,54.0,1000.1,01/13/2024,07:20:58
875,69.0,55.0,1000.1,01/13/2024,07:21:58
896,68.9,55.0,1000.2,01/13/2024,07:22:58
880,68.9,56.0,1000.3,01/13/2024,07:23:58
878,68.9,56.0,1000.3,01/13/2024,07:24:58
868,68.9,56.0,1000.4,01/13/2024,07:25:58
866,68.8,57.0,1000.4,01/13/2024,07:26:58
872,68.9,57.0,1000.4,01/13/2024,07:27:58
888,68.9,57.0,1000.3,01/13/2024,07:28:58
878,68.9,57.0,1000.4,01/13/2024,07:29:58
915,68.9,57.0,1000.4,01/13/2024,07:30:58
874,68.9,58.0,1000.4,01/13/2024,07:31:58
892,68.9,58.0,1000.4,01/13/2024,07:32:58
892,69.0,58.0,1000.5,01/13/2024,07:33:58
905,68.9,58.0,1000.5,01/13/2024,07:34:58
866,69.0,58.0,1000.5,01/13/2024,07:35:58
865,69.0,58.0,1000.5,01/13/2024,07:36:58
873,69.0,58.0,1000.6,01/13/2024,07:37:58
874,69.0,58.0,1000.5,01/13/2024,07:38:58
898,69.1,58.0,1000.5,01/13/2024,07:39:58
917,69.2,58.0,1000.6,01/13/2024,07:40:58
934,69.3,58.0,1000.6,01/13/2024,07:41:58
963,69.3,58.0,1000.6,01/13/2024,07:42:58
960,69.3,58.0,1000.6,01/13/2024,07:43:58
930,69.3,58.0,1000.6,01/13/2024,07:44:58
915,69.3,58.0,1000.6,01/13/2024,07:45:58
934,69.3,58.0,1000.6,01/13/2024,07:46:58
902,69.3,58.0,1000.6,01/13/2024,07:47:58
903,69.3,58.0,1000.7,01/13/2024,07:48:58
869,69.3,58.0,1000.8,01/13/2024,07:49:58
870,69.3,58.0,1000.8,01/13/2024,07:50:58
908,69.3,58.0,1000.8,01/13/2024,07:51:58
890,69.3,58.0,1000.9,01/13/2024,07:52:58
880,69.3,58.0,1000.8,01/13/2024,07:53:58
900,69.4,57.0,1000.9,01/13/2024,07:54:58
918,69.4,56.0,1000.8,01/13/2024,07:55:58
898,69.4,56.0,1001.0,01/13/2024,07:56:58
915,69.4,55.0,1000.9,01/13/2024,07:57:58
927,69.4,55.0,1000.9,01/13/2024,07:58:58
952,69.3,54.0,1000.9,01/13/2024,07:59:58
930,69.3,54.0,1000.9,01/13/2024,08:00:58
918,69.3,54.0,1001.0,01/13/2024,08:01:58
948,69.2,54.0,1001.0,01/13/2024,08:02:58
953,69.2,54.0,1001.0,01/13/2024,08:03:58
957,69.2,55.0,1001.0,01/13/2024,08:04:58
921,69.2,55.0,1001.0,01/13/2024,08:05:58
923,69.1,55.0,1001.1,01/13/2024,08:06:58
933,69.2,56.0,1001.1,01/13/2024,08:07:58
928,69.2,56.0,1001.0,01/13/2024,08:08:58
934,69.2,56.0,1001.1,01/13/2024,08:09:58
920,69.2,57.0,1001.2,01/13/2024,08:10:58
922,69.2,57.0,1001.1,01/13/2024,08:11:58
905,69.2,57.0,1001.2,01/13/2024,08:12:58
932,69.3,57.0,1001.2,01/13/2024,08:13:58
920,69.3,57.0,1001.2,01/13/2024,08:14:58
904,69.3,57.0,1001.3,01/13/2024,08:15:58
890,69.3,57.0,1001.3,01/13/2024,08:16:58
873,69.3,57.0,1001.3,01/13/2024,08:17:58
914,69.3,57.0,1001.3,01/13/2024,08:18:58
875,69.3,57.0,1001.4,01/13/2024,08:19:58
902,69.2,57.0,1001.4,01/13/2024,08:20:58
860,69.2,57.0,1001.4,01/13/2024,08:21:58
875,69.1,57.0,1001.4,01/13/2024,08:22:58
857,69.1,57.0,1001.3,01/13/2024,08:23:58
862,69.1,57.0,1001.4,01/13/2024,08:24:58
848,69.1,57.0,1001.3,01/13/2024,08:25:57
822,69.1,56.0,1001.3,01/13/2024,08:26:57
789,69.1,56.0,1001.3,01/13/2024,08:27:57
789,69.0,56.0,1001.4,01/13/2024,08:28:57
781,69.0,56.0,1001.4,01/13/2024,08:29:57
775,69.0,56.0,1001.5,01/13/2024,08:30:59
825,68.9,55.0,1001.5,01/13/2024,08:31:59
776,68.9,55.0,1001.6,01/13/2024,08:32:59
805,68.9,54.0,1001.5,01/13/2024,08:33:59
765,68.8,54.0,1001.5,01/13/2024,08:34:59
759,68.8,54.0,1001.5,01/13/2024,08:35:59
716,68.7,54.0,1001.6,01/13/2024,08:36:59
706,68.7,54.0,1001.6,01/13/2024,08:37:59
753,68.8,55.0,1001.6,01/13/2024,08:38:59
792,68.8,55.0,1001.7,01/13/2024,08:39:59
880,69.0,56.0,1001.6,01/13/2024,08:40:59
850,69.3,56.0,1001.7,01/13/2024,08:41:59
856,69.3,56.0,1001.7,01/13/2024,08:42:00
842,69.3,55.0,1001.7,01/13/2024,08:43:58
855,69.3,55.0,1001.7,01/13/2024,08:44:58
858,69.4,55.0,1001.7,01/13/2024,08:45:58
865,69.4,55.0,1001.8,01/13/2024,08:46:58
777,69.3,54.0,1001.8,01/13/2024,08:47:58
795,69.3,54.0,1001.7,01/13/2024,08:48:58
735,69.3,53.0,1001.7,01/13/2024,08:49:58
621,69.3,50.0,1001.7,01/13/2024,08:50:58
703,69.2,52.0,1001.7,01/13/2024,08:51:58
688,69.2,52.0,1001.7,01/13/2024,08:52:58
693,69.2,52.0,1001.8,01/13/2024,08:53:58
735,69.2,53.0,1001.8,01/13/2024,08:54:55
722,69.2,52.0,1001.9,01/13/2024,08:55:55
763,69.2,53.0,1001.9,01/13/2024,08:56:55
685,69.2,52.0,1001.8,01/13/2024,08:57:55
723,69.2,53.0,1001.9,01/13/2024,08:58:55
660,69.2,52.0,1001.9,01/13/2024,08:59:55
725,69.2,53.0,1001.9,01/13/2024,09:00:55
658,69.2,51.0,1002.0,01/13/2024,09:01:55
